"name"	"package"	"summary"	"Description"	"Usage"	"Arguments"	"error"
"interaction.plot"	"stats"	"Two-way Interaction Plot"	"<p>Plots the mean (or other summary) of the response for two-way combinations of factors, thereby illustrating possible interactions. </p>"	"<pre>interaction.plot(x.factor, trace.factor, response, fun = mean,<br />                  type = c('l', 'p', 'b', 'o', 'c'), legend = TRUE,<br />                  trace.label = deparse(substitute(trace.factor)),<br />                  fixed = FALSE,<br />                  xlab = deparse(substitute(x.factor)),<br />                  ylab = ylabel,<br />                  ylim = range(cells, na.rm = TRUE),<br />                  lty = nc:1, col = 1, pch = c(1:9, 0, letters),<br />                  xpd = NULL, leg.bg = par('bg'), leg.bty = 'n',<br />                  xtick = FALSE, xaxt = par('xaxt'), axes = TRUE,<br />                  ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x.factor</code></td> <td> <p>a factor whose levels will form the x axis.</p> </td> </tr> <tr valign='top'> <td><code>trace.factor</code></td> <td> <p>another factor whose levels will form the traces.</p> </td> </tr> <tr valign='top'> <td><code>response</code></td> <td> <p>a numeric variable giving the response</p> </td> </tr> <tr valign='top'> <td><code>fun</code></td> <td> <p>the function to compute the summary. Should return a single real value.</p> </td> </tr> <tr valign='top'> <td><code>type</code></td> <td> <p>the type of plot (see <code>plot.default</code>): lines or points or both.</p> </td> </tr> <tr valign='top'> <td><code>legend</code></td> <td> <p>logical. Should a legend be included?</p> </td> </tr> <tr valign='top'> <td><code>trace.label</code></td> <td> <p>overall label for the legend.</p> </td> </tr> <tr valign='top'> <td><code>fixed</code></td> <td> <p>logical.  Should the legend be in the order of the levels of <code>trace.factor</code> or in the order of the traces at their right-hand ends?</p> </td> </tr> <tr valign='top'> <td><code>xlab,ylab</code></td> <td> <p>the x and y label of the plot each with a sensible default.</p> </td> </tr> <tr valign='top'> <td><code>ylim</code></td> <td> <p>numeric of length 2 giving the y limits for the plot.</p> </td> </tr> <tr valign='top'> <td><code>lty</code></td> <td> <p>line type for the lines drawn, with sensible default.</p> </td> </tr> <tr valign='top'> <td><code>col</code></td> <td> <p>the color to be used for plotting.</p> </td> </tr> <tr valign='top'> <td><code>pch</code></td> <td> <p>a vector of plotting symbols or characters, with sensible default.</p> </td> </tr> <tr valign='top'> <td><code>xpd</code></td> <td> <p>determines clipping behaviour for the <code>legend</code> used, see <code>par(xpd)</code>.  Per default, the legend is <em>not</em> clipped at the figure border.</p> </td> </tr> <tr valign='top'> <td><code>leg.bg, leg.bty</code></td> <td> <p>arguments passed to <code>legend()</code>.</p> </td> </tr> <tr valign='top'> <td><code>xtick</code></td> <td> <p>logical. Should tick marks be used on the x axis?</p> </td> </tr> <tr valign='top'> <td><code>xaxt, axes, ...</code></td> <td> <p>graphics parameters to be passed to the plotting routines.</p> </td> </tr> </table> "	FALSE
"IQR"	"stats"	"The Interquartile Range"	"<p>computes interquartile range of the <code>x</code> values.</p>"	"<pre>IQR(x, na.rm = FALSE, type = 7) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a numeric vector.</p> </td> </tr> <tr valign='top'> <td><code>na.rm</code></td> <td> <p>logical. Should missing values be removed?</p> </td> </tr> <tr valign='top'> <td><code>type</code></td> <td> <p>an integer selecting one of the many quantile algorithms, see <code>quantile</code>.</p> </td> </tr> </table> "	FALSE
"is.empty"	"stats"	"Test if a Model's Formula is Empty"	"<p><span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span>'s formula notation allows models with no intercept and no predictors. These require special handling internally. <code>is.empty.model()</code> checks whether an object describes an empty model. </p>"	"<pre>is.empty.model(x) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>x</code></td> <td> <p>A <code>terms</code> object or an object with a <code>terms</code> method.</p> </td> </tr></table> "	FALSE
"isoreg"	"stats"	"Isotonic / Monotone Regression"	"<p>Compute the isotonic (monotonely increasing nonparametric) least squares regression which is piecewise constant. </p>"	"<pre>isoreg(x, y = NULL) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>x, y</code></td> <td><br /><p>coordinate vectors of the regression points.  Alternatively a single plotting structure can be specified: see <code>xy.coords</code>. </p> </td> </tr></table> "	FALSE
"KalmanLike"	"stats"	"Kalman Filtering"	"<p>Use Kalman Filtering to find the (Gaussian) log-likelihood, or for forecasting or smoothing. </p>"	"<pre>KalmanLike(y, mod, nit = 0L, update = FALSE) KalmanRun(y, mod, nit = 0L, update = FALSE) KalmanSmooth(y, mod, nit = 0L) KalmanForecast(n.ahead = 10L, mod, update = FALSE)<br />makeARIMA(phi, theta, Delta, kappa = 1e6,<br />           SSinit = c('Gardner1980', 'Rossignol2011'),<br />           tol = .Machine$double.eps) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>y</code></td> <td> <p>a univariate time series.</p> </td> </tr> <tr valign='top'> <td><code>mod</code></td> <td> <p>a list describing the state-space model: see ‘Details’.</p> </td> </tr> <tr valign='top'> <td><code>nit</code></td> <td> <p>the time at which the initialization is computed. <code>nit = 0L</code> implies that the initialization is for a one-step prediction, so <code>Pn</code> should not be computed at the first step.</p> </td> </tr> <tr valign='top'> <td><code>update</code></td> <td> <p>if <code>TRUE</code> the update <code>mod</code> object will be returned as attribute <code>'mod'</code> of the result.</p> </td> </tr> <tr valign='top'> <td><code>n.ahead</code></td> <td> <p>the number of steps ahead for which prediction is required.</p> </td> </tr> <tr valign='top'> <td><code>phi, theta</code></td> <td> <p>numeric vectors of length <i>≥ 0</i> giving AR and MA parameters.</p> </td> </tr> <tr valign='top'> <td><code>Delta</code></td> <td> <p>vector of differencing coefficients, so an ARMA model is fitted to <code>y[t] - Delta[1]*y[t-1] - ...</code>.</p> </td> </tr> <tr valign='top'> <td><code>kappa</code></td> <td> <p>the prior variance (as a multiple of the innovations variance) for the past observations in a differenced model.</p> </td> </tr> <tr valign='top'> <td><code>SSinit</code></td> <td> <p>a string specifying the algorithm to compute the <code>Pn</code> part of the state-space initialization; see ‘Details’.</p> </td> </tr> <tr valign='top'> <td><code>tol</code></td> <td> <p>tolerance eventually passed to <code>solve.default</code> when <code>SSinit = 'Rossignol2011'</code>.</p> </td> </tr> </table> "	FALSE
"kernapply"	"stats"	"Apply Smoothing Kernel"	"<p><code>kernapply</code> computes the convolution between an input sequence and a specific kernel. </p>"	"<pre>kernapply(x, ...)<br />## Default S3 method: kernapply(x, k, circular = FALSE, ...) ## S3 method for class 'ts' kernapply(x, k, circular = FALSE, ...) ## S3 method for class 'vector' kernapply(x, k, circular = FALSE, ...)<br />## S3 method for class 'tskernel' kernapply(x, k, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>an input vector, matrix, time series or kernel to be smoothed.</p> </td> </tr> <tr valign='top'> <td><code>k</code></td> <td> <p>smoothing <code>'tskernel'</code> object.</p> </td> </tr> <tr valign='top'> <td><code>circular</code></td> <td> <p>a logical indicating whether the input sequence to be smoothed is treated as circular, i.e., periodic.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments passed to or from other methods.</p> </td> </tr> </table> "	FALSE
"kruskal.test"	"stats"	"Kruskal-Wallis Rank Sum Test"	"<p>Performs a Kruskal-Wallis rank sum test. </p>"	"<pre>kruskal.test(x, ...)<br />## Default S3 method: kruskal.test(x, g, ...)<br />## S3 method for class 'formula' kruskal.test(formula, data, subset, na.action, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a numeric vector of data values, or a list of numeric data vectors.  Non-numeric elements of a list will be coerced, with a warning.</p> </td> </tr> <tr valign='top'> <td><code>g</code></td> <td> <p>a vector or factor object giving the group for the corresponding elements of <code>x</code>.  Ignored with a warning if <code>x</code> is a list.</p> </td> </tr> <tr valign='top'> <td><code>formula</code></td> <td> <p>a formula of the form <code>response ~ group</code> where <code>response</code> gives the data values and <code>group</code> a vector or factor of the corresponding groups.</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>an optional matrix or data frame (or similar: see <code>model.frame</code>) containing the variables in the formula <code>formula</code>.  By default the variables are taken from <code>environment(formula)</code>.</p> </td> </tr> <tr valign='top'> <td><code>subset</code></td> <td> <p>an optional vector specifying a subset of observations to be used.</p> </td> </tr> <tr valign='top'> <td><code>na.action</code></td> <td> <p>a function which indicates what should happen when the data contain <code>NA</code>s.  Defaults to <code>getOption('na.action')</code>.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>further arguments to be passed to or from methods.</p> </td> </tr> </table> "	FALSE
"ks.test"	"stats"	"Kolmogorov-Smirnov Tests"	"<p>Perform a one- or two-sample Kolmogorov-Smirnov test. </p>"	"<pre>ks.test(x, y, ...,<br />         alternative = c('two.sided', 'less', 'greater'),<br />         exact = NULL) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a numeric vector of data values.</p> </td> </tr> <tr valign='top'> <td><code>y</code></td> <td> <p>either a numeric vector of data values, or a character string naming a cumulative distribution function or an actual cumulative distribution function such as <code>pnorm</code>.  Only continuous CDFs are valid.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>parameters of the distribution specified (as a character string) by <code>y</code>.</p> </td> </tr> <tr valign='top'> <td><code>alternative</code></td> <td> <p>indicates the alternative hypothesis and must be one of <code>'two.sided'</code> (default), <code>'less'</code>, or <code>'greater'</code>.  You can specify just the initial letter of the value, but the argument name must be give in full. See ‘Details’ for the meanings of the possible values.</p> </td> </tr> <tr valign='top'> <td><code>exact</code></td> <td> <p><code>NULL</code> or a logical indicating whether an exact p-value should be computed.  See ‘Details’ for the meaning of <code>NULL</code>.  Not available in the two-sample case for a one-sided test or if ties are present.</p> </td> </tr> </table> "	FALSE
"ksmooth"	"stats"	"Kernel Regression Smoother"	"<p>The Nadaraya–Watson kernel regression estimate. </p>"	"<pre>ksmooth(x, y, kernel = c('box', 'normal'), bandwidth = 0.5,<br />         range.x = range(x),<br />         n.points = max(100L, length(x)), x.points) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>input x values.  Long vectors are supported.</p> </td> </tr> <tr valign='top'> <td><code>y</code></td> <td> <p>input y values.  Long vectors are supported.</p> </td> </tr> <tr valign='top'> <td><code>kernel</code></td> <td> <p>the kernel to be used.  Can be abbreviated.</p> </td> </tr> <tr valign='top'> <td><code>bandwidth</code></td> <td> <p>the bandwidth. The kernels are scaled so that their quartiles (viewed as probability densities) are at <i>+/-</i> <code>0.25*bandwidth</code>.</p> </td> </tr> <tr valign='top'> <td><code>range.x</code></td> <td> <p>the range of points to be covered in the output.</p> </td> </tr> <tr valign='top'> <td><code>n.points</code></td> <td> <p>the number of points at which to evaluate the fit.</p> </td> </tr> <tr valign='top'> <td><code>x.points</code></td> <td> <p>points at which to evaluate the smoothed fit.  If missing, <code>n.points</code> are chosen uniformly to cover <code>range.x</code>.  Long vectors are supported.</p> </td> </tr> </table> "	FALSE
"order.dendrogram"	"stats"	"Ordering or Labels of the Leaves in a Dendrogram"	"<p>Theses functions return the order (index) or the <code>'label'</code> attribute for the leaves in a dendrogram.  These indices can then be used to access the appropriate components of any additional data. </p>"	"<pre>order.dendrogram(x)<br />## S3 method for class 'dendrogram' labels(object, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x, object</code></td> <td> <p>a dendrogram (see <code>as.dendrogram</code>).</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>additional arguments</p> </td> </tr> </table> "	FALSE
